area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_clean,lat,lon,dist_to_school_km,dist_to_hospital_km,dist_to_transit_km
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SJityaz,1665,3.0,2.0,74.93,3.0,1665.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,57.0,3.0,1345.0,12.9055682,77.5455438,0.2274673373571319,0.1519599724939662,0.1694410044511424
Super built-up  Area,Ready To Move,Singasandra,2 BHK,SRensar,1416,2.0,2.0,67.0,2.0,1416.0,12.8787382,77.642089,0.4935818479119592,0.3720611817357301,0.3575757014792725
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,46.0,2.0,1145.0,12.9116225,77.6388622,0.3759611716599876,0.3075278370674322,0.1294634386203708
Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1231,3.0,2.0,58.0,3.0,1231.0,12.7764978,77.6326204,,0.4225690249010627,1.1974502221048098
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Neite T,1664,3.0,0.0,73.95,3.0,1664.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Built-up  Area,Ready To Move,TC Palaya,3 Bedroom,,2000,3.0,1.0,76.0,3.0,2000.0,13.0105743,77.6932572,0.9563849880311064,0.0610133292415858,0.2371431196940018
Built-up  Area,Ready To Move,Rajiv Nagar,2 BHK,Ahntyve,972,2.0,2.0,43.0,2.0,972.0,13.0529919,77.5842533,1.2356090561938042,0.6030273866895369,0.6758674863599148
Built-up  Area,Ready To Move,3rd Phase JP Nagar,4 BHK,,4500,4.0,3.0,345.0,4.0,4500.0,12.9114349,77.5992958,,,
Super built-up  Area,Ready To Move,Bellandur,2 BHK,,1185,2.0,1.0,47.39,2.0,1185.0,12.9320495,77.6842915,,,
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,,1750,3.0,2.0,81.0,3.0,1750.0,12.9269039,77.6701877,0.7614436734548857,0.0325149323321965,0.4184565647150084
Built-up  Area,Ready To Move,Byadarahalli,3 BHK,Prurten,3155,4.0,,316.0,3.0,3155.0,12.9779094,77.484086,0.2369475837628956,0.8205450862288203,0.4004782966386007
Super built-up  Area,18-Dec,Balagere,2 BHK,Soresea,1007,2.0,1.0,68.0,2.0,1007.0,12.9377243,77.7280705,,,
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,,1700,3.0,2.0,200.0,3.0,1700.0,12.9945063,77.554298,0.9169000511960156,0.0937969906036531,0.1635631137513544
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1250,2.0,2.0,85.0,2.0,1250.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Telecom Layout,2 BHK,,1200,2.0,1.0,54.0,2.0,1200.0,12.965528,77.5467051,0.4933932419245088,0.2948942667801397,0.1362213014067893
Super built-up  Area,18-Aug,Horamavu Agara,2 BHK,S2ionrn,994,2.0,1.0,42.28,2.0,994.0,13.0367725,77.6549479,1.3326673210533737,0.6812113408996388,2.8986046010866473
Super built-up  Area,18-Apr,Ramamurthy Nagar,2 BHK,,1150,2.0,2.0,40.0,2.0,1150.0,13.0120218,77.6777817,0.7012545493049456,0.1005038444793955,0.1340673492662811
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1220,2.0,2.0,46.0,2.0,1220.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
Super built-up  Area,Ready To Move,Hennur Gardens,2 BHK,PlhtsHe,1441,2.0,1.0,115.0,2.0,1441.0,13.0376905,77.6432902,0.4958858992258092,0.2595101349615316,0.1708377349861723
Super built-up  Area,19-Mar,Old Madras Road,2 BHK,Saesttt,1157,2.0,2.0,47.32,2.0,1157.0,13.0069152,77.6882534,0.3938088976754101,0.4502325198385685,0.3637607340242174
Super built-up  Area,Ready To Move,RPC layout,6 BHK,,1300,6.0,3.0,150.0,6.0,1300.0,12.9609115,77.5358407,0.3567492402078221,0.1787049993960419,0.2082334812396441
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1400,2.0,2.0,105.0,2.0,1400.0,13.0170955,77.4829741,2.7577846097606304,0.9131005867298166,
Built-up  Area,Ready To Move,Tindlu,3 BHK,,1370.07,3.0,1.0,65.0,3.0,1370.07,13.0750074,77.5673264,1.1293036438987667,0.6129778785315034,0.1577311386516367
Plot  Area,Ready To Move,Magadi Road,5 Bedroom,,1200,4.0,1.0,130.0,5.0,1200.0,12.975608,77.5553564,0.2292305088560362,0.1713099652467612,0.0027054036356794
Super built-up  Area,20-Dec,Judicial Layout,2 BHK,,900,2.0,1.0,40.0,2.0,900.0,13.0837692,77.5860438,1.7538702152909709,1.2417116342011365,0.5732750494067582
Super built-up  Area,Ready To Move,Kodipalya,1 BHK,,418,1.0,1.0,17.0,1.0,418.0,12.9004224,77.4871294,1.1423584173714307,1.16148974671798,0.1529540956493538
Built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1200,2.0,3.0,43.0,2.0,1200.0,12.8974283,77.5573828,0.4088363045715394,0.7429662978498007,0.1866650183045283
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,,1120,2.0,1.0,51.0,2.0,1120.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1012,2.0,1.0,44.0,2.0,1012.0,12.9426506,77.6027253,,,
Plot  Area,Ready To Move,Postal Colony,3 Bedroom,,1500,2.0,1.0,200.0,3.0,1500.0,13.0351918,77.5771223,0.2015125228504436,0.2438911697047046,0.1818536499387704
Built-up  Area,Ready To Move,ISRO Layout,4 Bedroom,,950,4.0,,180.0,4.0,950.0,12.8974283,77.5573828,0.4088363045715394,0.7429662978498007,0.1866650183045283
Super built-up  Area,Ready To Move,Kadabagere,2 BHK,Jahipa ,675,2.0,2.0,13.5,2.0,675.0,12.9857708,77.4789451,0.2666616819692993,0.135369099080518,0.0741353473742142
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Atarebe,1430,2.0,2.0,78.0,2.0,1430.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,Ready To Move,Channasandra,3 BHK,,1195,2.0,1.0,56.0,3.0,1195.0,12.9872969,77.7538838,0.923532000070958,0.4836889415930316,0.0923344082352072
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2640,5.0,1.0,150.0,3.0,2640.0,13.0069152,77.6882534,0.3938088976754101,0.4502325198385685,0.3637607340242174
Super built-up  Area,18-Sep,Hennur Road,3 BHK,Shxorm ,1550 - 1590,3.0,0.0,75.99,3.0,1570.0,13.0351224,77.631944,0.2765531953436611,0.2961596190679827,0.3357653297815484
Built-up  Area,18-Feb,Sonnenahalli,2 BHK,Skacak ,1011,2.0,1.0,59.0,2.0,1011.0,12.9433048,77.4801187,2.409374851402626,0.4251122896450219,0.132303468486275
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1450,2.0,1.0,102.0,3.0,1450.0,12.9119693,77.5882043,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1129,2.0,1.0,69.0,2.0,1129.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Plot  Area,18-Dec,Attibele,3 Bedroom,AkArkti,1200,3.0,,110.0,3.0,1200.0,12.7751249,77.7709216,,,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1180,2.0,2.0,45.0,3.0,1180.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Plot  Area,Ready To Move,1st Block HRBR Layout,3 Bedroom,,600,4.0,2.0,125.0,3.0,600.0,13.0100548,77.6431061,,,
Plot  Area,18-Apr,Bannerghatta,4 Bedroom,,940,4.0,2.0,45.0,4.0,940.0,12.9517452,77.6039506,,,
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Samittv,1933,3.0,2.0,140.0,3.0,1933.0,13.0351224,77.631944,0.2765531953436611,0.2961596190679827,0.3357653297815484
Built-up  Area,Ready To Move,TC Palaya,2 BHK,,1082,2.0,2.0,64.0,2.0,1082.0,13.0105743,77.6932572,0.9563849880311064,0.0610133292415858,0.2371431196940018
Plot  Area,Ready To Move,LB Shastri Nagar,8 Bedroom,,2400,8.0,1.0,250.0,8.0,2400.0,12.9660384,77.6708961,1.5732036233341649,0.1784131901123171,0.7385926001419972
Plot  Area,Ready To Move,Raja Rajeshwari Nagar,4 Bedroom,,1560,4.0,1.0,160.0,4.0,1560.0,12.932582,77.5162034,0.9759304408956934,0.1594975898310746,0.5154087829957453
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1300,3.0,3.0,77.99,3.0,1300.0,12.929217,77.549692,0.7272082591558665,0.1827508749710677,0.2221251436557788
Built-up  Area,Ready To Move,Kudlu Gate,4 Bedroom,,3850,6.0,0.0,205.0,4.0,3850.0,12.8899174,77.6396808,0.1418802297277,0.4923916101664887,0.0504332177791086
Built-up  Area,Ready To Move,CV Raman Nagar,2 BHK,,1125,2.0,1.0,46.0,2.0,1125.0,12.9855509,77.668072,0.5135454893207373,0.27244649864545,0.4525172465285159
Plot  Area,Ready To Move,Bileshivale,6 Bedroom,,2400,7.0,2.0,107.0,6.0,2400.0,13.0543306,77.6710224,,,
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,,777.4,2.0,0.0,25.0,2.0,777.4,12.9229728,77.4842926,1.02066683482025,0.109134829201366,0.1300462809805596
Super built-up  Area,Ready To Move,Battarahalli,4 BHK,,2500,3.0,1.0,65.0,4.0,2500.0,13.015119,77.7094485,2.539528259727921,0.5130363948039008,0.1194633788993419
Super built-up  Area,Ready To Move,Old Airport Road,3 BHK,Roa 2ha,1798,3.0,,150.0,3.0,1798.0,12.9591061,77.6595688,1.2876293687156375,0.0536053412771556,0.0209077160408284
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1115,2.0,1.0,51.91,2.0,1115.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Kengeri,1 BHK,,400,1.0,1.0,25.0,1.0,400.0,12.9176571,77.4837568,0.4503921372896056,0.3716515779443523,0.1561736051709742
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,,1200,2.0,1.0,70.0,2.0,1200.0,12.9945063,77.554298,0.9169000511960156,0.0937969906036531,0.1635631137513544
Built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,,950,2.0,3.0,57.0,2.0,950.0,12.927699,77.6409796,0.4371211186181464,0.4378293258229399,0.4665531745816352
Plot  Area,Ready To Move,R.T. Nagar,4 Bedroom,,1500,4.0,3.0,185.0,4.0,1500.0,13.0254156,77.5960071,0.3705923731324917,0.1368004962649884,0.1607355940841766
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Krine O,1200,2.0,1.0,62.0,2.0,1200.0,12.9320495,77.6842915,,,
Built-up  Area,Ready To Move,GM Palaya,3 BHK,Srg Bnc,1735,3.0,2.0,70.0,3.0,1735.0,12.974779,77.6654084,0.7406277178645391,0.0816753577410524,0.1285503558553249
Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,SNe 2ev,1750,3.0,3.0,172.0,3.0,1750.0,12.9140788,77.6188862,,,
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,Ammesss,1009,2.0,2.0,56.0,2.0,1009.0,12.9116225,77.6388622,0.3759611716599876,0.3075278370674322,0.1294634386203708
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,BrardCo,1470,2.0,3.0,102.0,3.0,1470.0,13.0394104,77.5197351,0.8441548182890415,0.5728013843657863,0.1224645899222091
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,,1527,3.0,2.0,115.0,3.0,1527.0,12.9426506,77.6027253,,,
Built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,985,2.0,1.0,45.0,2.0,985.0,13.0797045,77.5384544,1.4452352475653876,0.3519167009104598,
Built-up  Area,Ready To Move,Chandapura,4 Bedroom,,3300,4.0,2.0,135.0,4.0,3300.0,12.8009043,77.7114908,2.2049248881111088,0.129175824605253,0.2517187885669928
Super built-up  Area,18-Jun,Whitefield,2 BHK,Asarqz ,1277,2.0,1.0,77.0,2.0,1277.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,18-May,Nallurhalli,2 BHK,CMoneoo,1100,2.0,1.0,62.0,2.0,1100.0,12.9766408,77.7248845,0.1697198203004212,0.1138750096438843,0.1460009904088637
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1820,3.0,2.0,140.0,3.0,1820.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Puttanahalli,4 BHK,,1530,3.0,3.0,87.0,4.0,1530.0,13.1119851,77.5770582,0.9089338121239224,0.9140418500522434,0.355875210706995
Super built-up  Area,Ready To Move,Banashankari,3 BHK,PrdgeSo,1886,3.0,2.0,205.0,3.0,1886.0,12.9278196,77.556621,,,
Plot  Area,Ready To Move,Chandra Layout,3 Bedroom,,1200,2.0,0.0,190.0,3.0,1200.0,12.955333,77.5238903,0.7238562311077406,0.3231000193871265,0.1806097759441346
Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1880,4.0,2.0,110.0,3.0,1880.0,13.0784743,77.6068938,2.422881161415774,0.8241615020057301,0.1216825084790213
Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,2.0,52.35,2.0,1255.0,13.037077,77.6413572,0.3170708393967492,0.0449268208608158,0.0553197745235349
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,36.0,2.0,700.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1025,2.0,1.0,29.6,2.0,1025.0,12.8473999,77.6724452,0.4003537691158839,0.6695947877797833,0.0713470995046223
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,ArsiaEx,3453,4.0,2.0,247.0,4.0,3453.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1490,2.0,2.0,59.6,3.0,1490.0,12.9055682,77.5455438,0.2274673373571319,0.1519599724939662,0.1694410044511424
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1850,3.0,2.0,140.0,3.0,1850.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,Ready To Move,Kaikondrahalli,2 BHK,,1250,2.0,1.0,78.0,2.0,1250.0,12.9138348,77.6775268,1.7387244171739296,0.0465427068582542,0.0164266142196175
Super built-up  Area,Ready To Move,Kamakya Layout,4 BHK,,2400,3.0,1.0,108.0,4.0,2400.0,12.9239667,77.5492664,1.1039975888165876,0.1273385587824283,0.1242689429895246
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3522,5.0,3.0,716.0,4.0,3522.0,12.9635497,77.6460411,0.2641434516488122,0.2476718382881742,0.4051581314440208
Super built-up  Area,18-Dec,Jalahalli,2 BHK,Vaniai ,1244,2.0,2.0,88.0,2.0,1244.0,13.0394104,77.5197351,0.8441548182890415,0.5728013843657863,0.1224645899222091
Super built-up  Area,18-Dec,Kengeri Satellite Town,2 BHK,DSestSt,1025,2.0,1.0,28.57,2.0,1025.0,12.9229728,77.4842926,1.02066683482025,0.109134829201366,0.1300462809805596
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,DSlesSp,1034,2.0,1.0,38.0,2.0,1034.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,18-Jan,Kengeri Satellite Town,3 BHK,DSestSt,1191,2.0,2.0,33.34,3.0,1191.0,12.9229728,77.4842926,1.02066683482025,0.109134829201366,0.1300462809805596
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Maowsve,1719,3.0,2.0,71.0,3.0,1719.0,12.9047595,77.6759172,2.2843970189080567,0.2078463463142163,0.0136086158689195
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,39.33,2.0,1035.0,12.9119693,77.5882043,,,
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,1500,3.0,2.0,230.0,4.0,1500.0,12.9512353,77.519054,,,
Super built-up  Area,18-Dec,Hosa Road,3 BHK,SJerse ,1470,2.0,2.0,84.22,3.0,1470.0,12.8704543,77.6539943,0.0632104157827673,0.108222686543166,0.0350299728216249
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1140,2.0,1.0,50.66,2.0,1140.0,13.1006982,77.5963454,1.1101413730029868,0.0830813646669616,0.1725955228275265
Super built-up  Area,Ready To Move,Harlur,3 BHK,SosicCl,1752.12,3.0,2.0,125.0,3.0,1752.12,12.9058923,77.675465,2.1541483626810844,0.150202076794886,0.123281214930083
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2990,3.0,2.0,170.0,3.0,2990.0,13.0069152,77.6882534,0.3938088976754101,0.4502325198385685,0.3637607340242174
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1660,3.0,2.0,85.0,3.0,1660.0,12.9426506,77.6027253,,,
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Pao 3ow,1275,3.0,3.0,63.43,3.0,1275.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Super built-up  Area,18-Jun,Bommasandra Industrial Area,3 BHK,,1365,3.0,1.0,52.81,3.0,1365.0,12.8137512,77.6953367,2.4011759281746454,0.7203121209554268,0.8298539530993914
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,2546,3.0,,170.0,3.0,2546.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,20-Oct,Banashankari Stage VI,3 BHK,Brens7 ,1392,3.0,1.0,69.46,3.0,1392.0,12.8849238,77.5154846,,,
Super built-up  Area,18-Mar,Whitefield,2 BHK,Asarqz ,1245,2.0,1.0,59.76,2.0,1245.0,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Built-up  Area,Ready To Move,Rayasandra,5 Bedroom,,1200,3.0,1.0,65.0,5.0,1200.0,12.8795774,77.6719842,0.3046437048503121,1.1846682539556457,2.3188752919870117
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1162,2.0,2.0,64.08,2.0,1162.0,13.0176937,77.5555009,0.3738653299832751,0.4786746457239244,0.1939580095475588
Super built-up  Area,Ready To Move,Singasandra,3 BHK,EAvarum,1476,2.0,1.0,73.0,3.0,1476.0,12.8787382,77.642089,0.4935818479119592,0.3720611817357301,0.3575757014792725
Built-up  Area,Ready To Move,KR Puram,1 BHK,,700,1.0,1.0,21.5,1.0,700.0,13.007516,77.695935,1.2063438008359872,0.0725318111449869,0.1011381963899148
Built-up  Area,Ready To Move,Gnana Bharathi,6 Bedroom,,3600,6.0,1.0,170.0,6.0,3600.0,12.9551213,77.5174955,0.3491650743275371,0.0712157260962767,0.2504706932869298
Built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsen,943,2.0,2.0,48.0,2.0,943.0,12.7764978,77.6326204,,0.4225690249010627,1.1974502221048098
Plot  Area,Ready To Move,Pai Layout,2 Bedroom,,1150,2.0,1.0,170.0,2.0,1150.0,12.993111,77.6666772,0.4026121516645018,0.4996379991045377,0.3138886615029085
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,VHinoel,1113,2.0,1.0,44.5,2.0,1113.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,20-Dec,Varthur,3 BHK,Myple M,1615,3.0,2.0,69.43,3.0,1615.0,12.9406508,77.746988,0.062338097155049,0.0742096047391458,0.0563215672950399
Super built-up  Area,Ready To Move,Keshava Nagar,2 BHK,ETens G,1279,2.0,3.0,100.0,2.0,1279.0,12.9598176,77.5335655,0.2321090363917142,0.0,0.156527057587764
Super built-up  Area,Ready To Move,Kacharakanahalli,2 BHK,,1256,2.0,1.0,60.0,2.0,1256.0,13.0222071,77.6319093,1.4192547104011903,0.2451174063502312,0.256463852814521
Built-up  Area,Ready To Move,Benson Town,3 BHK,,1805,3.0,2.0,280.0,3.0,1805.0,12.997343,77.6036815,0.6459429891583218,0.3222163028721158,0.3116091335718602
Built-up  Area,Ready To Move,Sompura,3 BHK,Suiseit,1350,3.0,1.0,65.0,3.0,1350.0,12.8778283,77.4972385,2.7172827999626743,2.805778242439059,0.06633469434453
Super built-up  Area,18-May,SRINIVASAPURA,3 BHK,,1525,3.0,2.0,68.63,3.0,1525.0,13.1062092,77.6239014,1.4534998280342353,0.5916845920262863,0.3105522194165184
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1357,2.0,1.0,123.0,2.0,1357.0,12.9945063,77.554298,0.9169000511960156,0.0937969906036531,0.1635631137513544
Super built-up  Area,19-Mar,Hebbal,3 BHK,Raard B,1645,3.0,2.0,117.0,3.0,1645.0,13.0382184,77.5919,0.7863823345646925,0.1236876912510814,0.3075766141575576
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1777.26,3.0,2.0,92.0,3.0,1777.26,13.0261749,77.766388,,,
Built-up  Area,Ready To Move,Sidedahalli,2 BHK,,900,2.0,0.0,25.0,2.0,900.0,13.0625424,77.4953754,0.9159314362689656,0.7974950828995189,1.3883200774586322
Super built-up  Area,18-Sep,Varthur,2 BHK,Soamsay,1210,2.0,1.0,64.15,2.0,1210.0,12.9406508,77.746988,0.062338097155049,0.0742096047391458,0.0563215672950399
Super built-up  Area,19-Aug,Electronic City Phase II,2 BHK,,829,2.0,1.0,22.8,2.0,829.0,12.8473999,77.6724452,0.4003537691158839,0.6695947877797833,0.0713470995046223
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1879,3.0,2.0,155.0,3.0,1879.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Super built-up  Area,17-Jun,Hosur Road,3 BHK,Collsrn,1250,2.0,2.0,50.0,3.0,1250.0,12.910142,77.6270827,0.2329830559012165,0.0590782726111296,0.0840658906413644
Super built-up  Area,19-Mar,Marathahalli,3 BHK,Unezes ,1108,2.0,1.0,60.0,3.0,1108.0,12.9552572,77.6984163,0.6719239127411085,0.190113011289509,0.2419124009198896
Super built-up  Area,18-Aug,Kanakpura Road,3 BHK,,1401,3.0,2.0,69.0,3.0,1401.0,12.8856913,77.5526564,0.9963963823531752,0.359091638722918,0.0973468545381832
Super built-up  Area,19-Oct,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,75.0,3.0,1157.0,12.9244884,77.6451418,0.5500515300656763,0.3337970172861007,0.2288940070894062
Built-up  Area,Ready To Move,Ramamurthy Nagar Extension,2 BHK,SaaceSa,1185,2.0,1.0,42.66,2.0,1185.0,12.995811,77.5663291,0.4625455526039752,0.3304764387826284,0.0999163601358794
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Soweray,1751,3.0,2.0,115.0,3.0,1751.0,12.9269039,77.6701877,0.7614436734548857,0.0325149323321965,0.4184565647150084
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1880,3.0,2.0,96.5,3.0,1880.0,12.9426506,77.6027253,,,
Super built-up  Area,20-Dec,Whitefield,3 BHK,Somns T,1235 - 1410,3.0,0.0,40.985,3.0,1322.5,12.9957428,77.7579489,1.1144729321489393,0.1704817262594944,0.0133501385811505
Super built-up  Area,Ready To Move,Channasandra,2 BHK,,1175,2.0,2.0,38.0,2.0,1175.0,12.9872969,77.7538838,0.923532000070958,0.4836889415930316,0.0923344082352072
Built-up  Area,Ready To Move,Jalahalli,2 BHK,Prensin,1407,2.0,1.0,98.49,2.0,1407.0,13.0394104,77.5197351,0.8441548182890415,0.5728013843657863,0.1224645899222091
Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,Shentnd,1000,2.0,2.0,50.0,2.0,1000.0,12.9006508,77.569226,0.3573762681182391,0.6671793404545492,0.3626433746669698
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Briumri,1518,3.0,3.0,75.0,3.0,1518.0,12.8487599,77.648253,0.5497991746984375,0.4916467010007277,0.7279636356232001
Plot  Area,Ready To Move,"Gubbi Cross, Hennur Main Road",4 Bedroom,,3600,4.0,2.0,300.0,4.0,3600.0,13.0843481,77.6541567,2.348181931156154,2.092182315851032,
Super built-up  Area,18-May,Tumkur Road,2 BHK,Sahtsva,1027,2.0,1.0,67.0,2.0,1027.0,13.0161949,77.556284,0.3244802133240951,0.6266761280654478,0.2713090324348914
Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,Soeurri,3730,6.0,2.0,430.0,4.0,3730.0,12.9371279,77.6017492,0.2332795823900053,0.4837233543105741,0.0454691923871817
Built-up  Area,Ready To Move,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,46.0,2.0,1145.0,12.9116225,77.6388622,0.3759611716599876,0.3075278370674322,0.1294634386203708
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1260,2.0,2.0,113.0,2.0,1260.0,12.9945063,77.554298,0.9169000511960156,0.0937969906036531,0.1635631137513544
Super built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,3.0,47.25,3.0,1500.0,12.8742536,77.6260073,0.0564740136609505,0.4261364523608231,0.0426900671248846
Super built-up  Area,Ready To Move,Varthur,3 BHK,DSingSt,1737,2.0,1.0,57.32,3.0,1737.0,12.9406508,77.746988,0.062338097155049,0.0742096047391458,0.0563215672950399
Super built-up  Area,18-Dec,Hennur,4 BHK,Exitym ,3484 - 3550,,,161.5,4.0,3517.0,13.037077,77.6413572,0.3170708393967492,0.0449268208608158,0.0553197745235349
Built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Sonosty,1500,3.0,2.0,135.0,3.0,1500.0,13.0720352,77.6333905,1.382944725422289,0.2177405617129972,0.0355851745103119
Plot  Area,Ready To Move,Sabari Nagar,2 Bedroom,,1120,2.0,0.0,60.0,2.0,1120.0,12.971655,77.6058944,0.2458152270983837,0.0834437950795256,0.0952760815933602
Plot  Area,Ready To Move,Banashankari Stage V,3 Bedroom,,1200,4.0,1.0,240.0,3.0,1200.0,12.8849238,77.5154846,,,
Super built-up  Area,18-Dec,Hennur Road,2 BHK,Inaxyga,1030,2.0,1.0,46.5,2.0,1030.0,13.0351224,77.631944,0.2765531953436611,0.2961596190679827,0.3357653297815484
Built-up  Area,Ready To Move,Gubbalala,6 Bedroom,,2500,6.0,1.0,88.0,6.0,2500.0,12.8856635,77.5416809,0.339025457075945,0.6321005737064433,0.012932822200589
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Sulya A,1057,2.0,1.0,35.0,2.0,1057.0,13.079198,77.7136366,,,0.9154375970634976
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2774,4.0,3.0,208.0,4.0,2774.0,12.9591061,77.6595688,1.2876293687156375,0.0536053412771556,0.0209077160408284
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1460,2.0,2.0,38.5,2.0,1460.0,13.0522499,77.6316152,0.4103630847737383,0.244729083276761,0.0479116314175673
